SID,SEASON,NAME,ISO_TIME,NATURE,LAT,LON,WIND_KTS,PRES_MB,CATEGORY,DIST2LAND,LANDFALL,STORM_SPEED,STORM_DIR
2010286N18090,2010,UNNAMED,2010-10-15 18:00:00,TS,19.0,84.5,30.0,996.0,Deep Depression,0,0,8,250
2010286N18090,2010,UNNAMED,2010-10-15 21:00:00,TS,18.9,84.2,28.0,997.0,Deep Depression,0,0,5,270
2010286N18090,2010,UNNAMED,2010-10-16 00:00:00,TS,19.0,84.0,25.0,998.0,Depression,0, ,4,290
2010293N17093,2010,GIRI,2010-10-20 12:00:00,TS,16.9,91.5,25.0,1002.0,Depression,301,301,3,340
2010293N17093,2010,GIRI,2010-10-20 15:00:00,TS,17.1,91.5,25.0,1002.0,Depression,305,292,3,10
2010293N17093,2010,GIRI,2010-10-20 18:00:00,TS,17.3,91.6,25.0,1002.0,Depression,292,292,2,355
2010293N17093,2010,GIRI,2010-10-20 21:00:00,TS,17.4,91.5,25.0,1002.0,Depression,293,293,1,335
2010293N17093,2010,GIRI,2010-10-21 00:00:00,TS,17.4,91.5,25.0,1002.0,Depression,293,285,1,15
2010293N17093,2010,GIRI,2010-10-21 03:00:00,TS,17.4,91.6,30.0,1000.0,Deep Depression,285,278,2,55
2010293N17093,2010,GIRI,2010-10-21 06:00:00,TS,17.5,91.7,35.0,998.0,Cyclonic Storm,269,262,2,55
2010293N17093,2010,GIRI,2010-10-21 09:00:00,TS,17.6,91.8,40.0,996.0,Cyclonic Storm,254,208,6,45
2010293N17093,2010,GIRI,2010-10-21 12:00:00,TS,17.9,92.1,45.0,990.0,Cyclonic Storm,208,193,6,45
2010293N17093,2010,GIRI,2010-10-21 15:00:00,TS,18.0,92.2,45.0,990.0,Cyclonic Storm,193,193,2,30
2010293N17093,2010,GIRI,2010-10-21 18:00:00,TS,18.1,92.2,50.0,988.0,Cyclonic Storm,187,143,5,35
2010293N17093,2010,GIRI,2010-10-21 21:00:00,TS,18.4,92.5,55.0,984.0,Cyclonic Storm,143,138,6,35
2010293N17093,2010,GIRI,2010-10-22 00:00:00,TS,18.5,92.6,60.0,980.0,Severe Cyclonic Storm,128,87,6,40
2010293N17093,2010,GIRI,2010-10-22 03:00:00,TS,18.9,92.9,80.0,974.0,Very Severe Cyclonic Storm,84,71,7,40
2010293N17093,2010,GIRI,2010-10-22 06:00:00,TS,19.0,93.0,90.0,964.0,Very Severe Cyclonic Storm,71,31,7,35
2010293N17093,2010,GIRI,2010-10-22 09:00:00,TS,19.4,93.3,105.0,950.0,Very Severe Cyclonic Storm,33,15,9,25
2010293N17093,2010,GIRI,2010-10-22 12:00:00,TS,19.8,93.4,105.0,950.0,Very Severe Cyclonic Storm,15,0,7,15
2010293N17093,2010,GIRI,2010-10-22 15:00:00,TS,20.1,93.5,80.0,966.0,Very Severe Cyclonic Storm,0,0,8,35
2010293N17093,2010,GIRI,2010-10-22 18:00:00,TS,20.5,93.9,70.0,976.0,Very Severe Cyclonic Storm,0,0,9,45
2010293N17093,2010,GIRI,2010-10-22 21:00:00,TS,20.7,94.2,55.0,986.0,Severe Cyclonic Storm,0,0,11,50
2010293N17093,2010,GIRI,2010-10-23 00:00:00,TS,21.2,94.8,45.0,992.0,Cyclonic Storm,0,0,13,45
2010293N17093,2010,GIRI,2010-10-23 03:00:00,TS,21.6,95.2,35.0,996.0,Cyclonic Storm,0,0,11,35
2010293N17093,2010,GIRI,2010-10-23 06:00:00,TS,22.1,95.5,25.0,998.0,Depression,0,0,10,35
2010305N06105,2010,JAL,2010-11-04 00:00:00,TS,8.4,91.6,25.0,1002.0,Depression,506,506,8,280
2010305N06105,2010,JAL,2010-11-04 03:00:00,TS,8.6,91.1,25.0,1002.0,Depression,563,563,9,285
2010305N06105,2010,JAL,2010-11-04 06:00:00,TS,8.6,90.7,25.0,1002.0,Depression,599,599,8,275
2010305N06105,2010,JAL,2010-11-04 09:00:00,TS,8.6,90.3,25.0,1002.0,Depression,637,637,7,275
2010305N06105,2010,JAL,2010-11-04 12:00:00,TS,8.7,90.0,25.0,1002.0,Depression,671,671,6,275
2010305N06105,2010,JAL,2010-11-04 15:00:00,TS,8.7,89.7,25.0,1002.0,Depression,699,699,6,280
2010305N06105,2010,JAL,2010-11-04 18:00:00,TS,8.8,89.4,25.0,1002.0,Depression,733,733,8,290
2010305N06105,2010,JAL,2010-11-04 21:00:00,TS,8.9,89.0,28.0,1001.0,Depression,777,767,9,295
2010305N06105,2010,JAL,2010-11-05 00:00:00,TS,9.1,88.6,30.0,1000.0,Deep Depression,767,724,9,285
2010305N06105,2010,JAL,2010-11-05 03:00:00,TS,9.1,88.1,30.0,1000.0,Deep Depression,713,673,8,275
2010305N06105,2010,JAL,2010-11-05 06:00:00,TS,9.2,87.7,35.0,998.0,Cyclonic Storm,673,652,6,280
2010305N06105,2010,JAL,2010-11-05 09:00:00,TS,9.3,87.5,40.0,996.0,Cyclonic Storm,655,620,8,300
2010305N06105,2010,JAL,2010-11-05 12:00:00,TS,9.6,87.1,45.0,994.0,Cyclonic Storm,624,608,7,305
2010305N06105,2010,JAL,2010-11-05 15:00:00,TS,9.7,86.9,45.0,994.0,Cyclonic Storm,608,582,7,310
2010305N06105,2010,JAL,2010-11-05 18:00:00,TS,10.1,86.5,50.0,992.0,Cyclonic Storm,587,547,9,300
2010305N06105,2010,JAL,2010-11-05 21:00:00,TS,10.1,86.1,55.0,990.0,Severe Cyclonic Storm,547,523,8,280
2010305N06105,2010,JAL,2010-11-06 00:00:00,TS,10.2,85.8,55.0,990.0,Severe Cyclonic Storm,523,507,5,285
2010305N06105,2010,JAL,2010-11-06 03:00:00,TS,10.3,85.6,55.0,990.0,Severe Cyclonic Storm,507,478,5,285
2010305N06105,2010,JAL,2010-11-06 06:00:00,TS,10.4,85.3,55.0,990.0,Severe Cyclonic Storm,483,463,6,290
2010305N06105,2010,JAL,2010-11-06 09:00:00,TS,10.5,85.1,55.0,990.0,Severe Cyclonic Storm,469,453,10,320
2010305N06105,2010,JAL,2010-11-06 12:00:00,TS,11.1,84.6,60.0,988.0,Severe Cyclonic Storm,459,447,10,320
2010305N06105,2010,JAL,2010-11-06 15:00:00,TS,11.2,84.4,60.0,988.0,Severe Cyclonic Storm,447,415,7,285
2010305N06105,2010,JAL,2010-11-06 18:00:00,TS,11.3,84.0,60.0,988.0,Severe Cyclonic Storm,415,395,7,290
2010305N06105,2010,JAL,2010-11-06 21:00:00,TS,11.4,83.7,60.0,988.0,Severe Cyclonic Storm,395,345,8,290
2010305N06105,2010,JAL,2010-11-07 00:00:00,TS,11.6,83.2,60.0,988.0,Severe Cyclonic Storm,341,275,13,305
2010305N06105,2010,JAL,2010-11-07 03:00:00,TS,12.2,82.7,55.0,990.0,Severe Cyclonic Storm,273,219,12,305
2010305N06105,2010,JAL,2010-11-07 06:00:00,TS,12.3,82.2,45.0,992.0,Cyclonic Storm,218,143,11,280
2010305N06105,2010,JAL,2010-11-07 09:00:00,TS,12.3,81.5,40.0,994.0,Cyclonic Storm,143,97,12,305
2010305N06105,2010,JAL,2010-11-07 12:00:00,TS,13.0,81.1,30.0,996.0,Deep Depression,92,43,11,305
2010305N06105,2010,JAL,2010-11-07 15:00:00,TS,13.0,80.6,30.0,998.0,Deep Depression,43,0,11,280
2010305N06105,2010,JAL,2010-11-07 18:00:00,TS,13.1,80.0,30.0,1000.0,Deep Depression,0,0,12,295
2010305N06105,2010,JAL,2010-11-07 21:00:00,TS,13.5,79.5,28.0,1001.0,Deep Depression,0,0,16,315
2010305N06105,2010,JAL,2010-11-08 00:00:00,TS,14.2,78.9,25.0,1002.0,Depression,0,0,20,315
2010305N06105,2010,JAL,2010-11-08 03:00:00,TS,15.0,78.0,25.0,1004.0,Depression,0, ,23,310
2010341N14082,2010,UNNAMED,2010-12-07 03:00:00,TS,14.0,82.0,25.0,1000.0,Depression,184,178,10,0
2010341N14082,2010,UNNAMED,2010-12-07 06:00:00,TS,14.5,82.0,25.0,1000.0,Depression,178,139,8,345
2010341N14082,2010,UNNAMED,2010-12-07 09:00:00,TS,14.8,81.8,25.0,1000.0,Depression,139,101,7,315
2010341N14082,2010,UNNAMED,2010-12-07 12:00:00,TS,15.0,81.5,25.0,1000.0,Depression,101,70,7,310
2010341N14082,2010,UNNAMED,2010-12-07 15:00:00,TS,15.2,81.3,25.0,1000.0,Depression,70,24,7,315
2010341N14082,2010,UNNAMED,2010-12-07 18:00:00,TS,15.5,81.0,25.0,1000.0,Depression,24,10,9,305
2010341N14082,2010,UNNAMED,2010-12-07 21:00:00,TS,15.8,80.6,23.0,1000.0,Depression,10,0,11,295
2010341N14082,2010,UNNAMED,2010-12-08 00:00:00,TS,16.0,80.0,20.0,1000.0,Depression,0, ,12,295
2011033N06083,2011,UNNAMED,2011-02-02 09:00:00,TS,6.5,82.5,25.0,1002.0,Depression,84,84,0,0
2011033N06083,2011,UNNAMED,2011-02-02 12:00:00,TS,6.5,82.5,25.0,1002.0,Depression,84,84,0,0
2011033N06083,2011,UNNAMED,2011-02-02 15:00:00,TS,6.5,82.5,25.0,1002.0,Depression,84,84,0,0
2011033N06083,2011,UNNAMED,2011-02-02 18:00:00,TS,6.5,82.5,25.0,1002.0,Depression,84, ,0,0
2011160N18070,2011,UNNAMED,2011-06-11 12:00:00,TS,20.0,71.7,25.0,996.0,Depression,105,91,4,315
2011160N18070,2011,UNNAMED,2011-06-11 15:00:00,TS,20.1,71.6,25.0,996.0,Depression,91,74,3,305
2011160N18070,2011,UNNAMED,2011-06-11 18:00:00,TS,20.2,71.4,25.0,996.0,Depression,74,33,6,310
2011160N18070,2011,UNNAMED,2011-06-11 21:00:00,TS,20.5,71.0,25.0,996.0,Depression,30,0,8,310
2011160N18070,2011,UNNAMED,2011-06-12 00:00:00,TS,20.7,70.7,25.0,996.0,Depression,10,10,5,285
2011160N18070,2011,UNNAMED,2011-06-12 03:00:00,TS,20.6,70.6,20.0,998.0,Depression,23,23,4,245
2011160N18070,2011,UNNAMED,2011-06-12 06:00:00,MX,20.6,70.4,20.0,999.0,Depression,35,35,4,265
2011167N22089,2011,UNNAMED,2011-06-16 03:00:00,TS,21.5,89.0,25.0,986.0,Depression,11,11,0,0
2011167N22089,2011,UNNAMED,2011-06-16 06:00:00,TS,21.5,89.0,25.0,986.0,Deep Depression,11,0,2,0
2011167N22089,2011,UNNAMED,2011-06-16 09:00:00,TS,21.7,89.0,28.0,985.0,Deep Depression,0,0,5,0
2011167N22089,2011,UNNAMED,2011-06-16 12:00:00,TS,22.0,89.0,30.0,984.0,Deep Depression,0,0,6,0
2011167N22089,2011,UNNAMED,2011-06-16 15:00:00,TS,22.3,89.0,30.0,984.0,Deep Depression,0,0,5,0
2011167N22089,2011,UNNAMED,2011-06-16 18:00:00,TS,22.5,89.0,30.0,984.0,Deep Depression,0,0,2,5
2011167N22089,2011,UNNAMED,2011-06-16 21:00:00,TS,22.5,89.0,30.0,984.0,Deep Depression,0,0,0,0
2011167N22089,2011,UNNAMED,2011-06-17 00:00:00,TS,22.5,89.0,30.0,984.0,Deep Depression,0,0,0,150
2011167N22089,2011,UNNAMED,2011-06-17 03:00:00,TS,22.5,89.0,30.0,984.0,Deep Depression,0,0,6,305
2011167N22089,2011,UNNAMED,2011-06-17 06:00:00,TS,22.8,88.5,35.0,978.0,Deep Depression,0,0,9,300
2011167N22089,2011,UNNAMED,2011-06-17 09:00:00,TS,23.0,88.2,30.0,980.0,Deep Depression,0,0,5,295
2011167N22089,2011,UNNAMED,2011-06-17 12:00:00,TS,23.0,88.0,25.0,982.0,Deep Depression,0,0,2,290
2011167N22089,2011,UNNAMED,2011-06-17 15:00:00,TS,23.0,88.0,25.0,983.0,Deep Depression,0,0,0,0
2011167N22089,2011,UNNAMED,2011-06-17 18:00:00,TS,23.0,88.0,25.0,984.0,Deep Depression,0,0,2,265
2011167N22089,2011,UNNAMED,2011-06-17 21:00:00,TS,23.0,87.8,25.0,984.0,Deep Depression,0,0,5,270
2011167N22089,2011,UNNAMED,2011-06-18 00:00:00,TS,23.0,87.5,25.0,984.0,Deep Depression,0,0,8,270
2011167N22089,2011,UNNAMED,2011-06-18 03:00:00,TS,23.0,87.0,25.0,984.0,Deep Depression,0,0,5,270
2011167N22089,2011,UNNAMED,2011-06-18 06:00:00,TS,23.0,87.0,25.0,984.0,Deep Depression,0,0,0,90
2011167N22089,2011,UNNAMED,2011-06-18 09:00:00,TS,23.0,87.0,25.0,984.0,Deep Depression,0,0,0,0
2011167N22089,2011,UNNAMED,2011-06-18 12:00:00,TS,23.0,87.0,25.0,984.0,Deep Depression,0,0,2,270
2011167N22089,2011,UNNAMED,2011-06-18 15:00:00,TS,23.0,86.8,25.0,985.0,Deep Depression,0,0,5,270
2011167N22089,2011,UNNAMED,2011-06-18 18:00:00,TS,23.0,86.5,25.0,986.0,Deep Depression,0,0,5,255
2011167N22089,2011,UNNAMED,2011-06-18 21:00:00,TS,22.9,86.3,25.0,986.0,Deep Depression,0,0,5,270
2011167N22089,2011,UNNAMED,2011-06-19 00:00:00,TS,23.0,86.0,25.0,986.0,Deep Depression,0,0,10,310
2011167N22089,2011,UNNAMED,2011-06-19 03:00:00,TS,23.5,85.5,25.0,987.0,Deep Depression,0,0,7,315
2011167N22089,2011,UNNAMED,2011-06-19 06:00:00,TS,23.5,85.5,25.0,987.0,Deep Depression,0,0,2,270
2011167N22089,2011,UNNAMED,2011-06-19 09:00:00,TS,23.5,85.3,25.0,987.0,Deep Depression,0,0,5,270
2011167N22089,2011,UNNAMED,2011-06-19 12:00:00,TS,23.5,85.0,25.0,987.0,Deep Depression,0,0,5,270
2011167N22089,2011,UNNAMED,2011-06-19 15:00:00,TS,23.5,84.8,25.0,987.0,Deep Depression,0,0,5,270
2011167N22089,2011,UNNAMED,2011-06-19 18:00:00,TS,23.5,84.5,25.0,987.0,Deep Depression,0,0,4,265
2011167N22089,2011,UNNAMED,2011-06-19 21:00:00,TS,23.5,84.3,25.0,987.0,Deep Depression,0,0,5,270
2011167N22089,2011,UNNAMED,2011-06-20 00:00:00,TS,23.5,84.0,25.0,987.0,Deep Depression,0,0,8,290
2011167N22089,2011,UNNAMED,2011-06-20 03:00:00,TS,23.7,83.5,25.0,987.0,Deep Depression,0,0,5,295
2011167N22089,2011,UNNAMED,2011-06-20 06:00:00,TS,23.7,83.5,20.0,990.0,Depression,0,0,3,305
2011167N22089,2011,UNNAMED,2011-06-20 09:00:00,TS,23.8,83.3,20.0,990.0,Depression,0,0,5,305
2011167N22089,2011,UNNAMED,2011-06-20 12:00:00,TS,24.0,83.0,20.0,990.0,Depression,0,0,3,300
2011167N22089,2011,UNNAMED,2011-06-20 15:00:00,TS,24.0,83.0,20.0,990.0,Depression,0,0,0,0
2011167N22089,2011,UNNAMED,2011-06-20 18:00:00,TS,24.0,83.0,20.0,990.0,Depression,0,0,3,330
2011167N22089,2011,UNNAMED,2011-06-20 21:00:00,TS,24.3,82.8,20.0,990.0,Depression,0,0,7,320
2011167N22089,2011,UNNAMED,2011-06-21 00:00:00,TS,24.5,82.5,20.0,990.0,Depression,0,0,8,285
2011167N22089,2011,UNNAMED,2011-06-21 03:00:00,TS,24.5,82.0,20.0,990.0,Depression,0,0,9,270
2011167N22089,2011,UNNAMED,2011-06-21 06:00:00,TS,24.5,81.5,20.0,990.0,Depression,0,0,8,270
2011167N22089,2011,UNNAMED,2011-06-21 09:00:00,TS,24.5,81.2,20.0,990.0,Depression,0,0,5,270
2011167N22089,2011,UNNAMED,2011-06-21 12:00:00,TS,24.5,81.0,20.0,990.0,Depression,0,0,1,270
2011167N22089,2011,UNNAMED,2011-06-21 15:00:00,TS,24.5,81.0,20.0,990.0,Depression,0,0,0,0
2011167N22089,2011,UNNAMED,2011-06-21 18:00:00,TS,24.5,81.0,20.0,990.0,Depression,0,0,1,270
2011167N22089,2011,UNNAMED,2011-06-21 21:00:00,TS,24.5,80.8,20.0,991.0,Depression,0,0,5,270
2011167N22089,2011,UNNAMED,2011-06-22 00:00:00,TS,24.5,80.5,20.0,991.0,Depression,0,0,8,270
2011167N22089,2011,UNNAMED,2011-06-22 03:00:00,TS,24.5,80.0,20.0,992.0,Depression,0,0,5,270
2011167N22089,2011,UNNAMED,2011-06-22 06:00:00,TS,24.5,80.0,20.0,992.0,Depression,0,0,3,270
2011167N22089,2011,UNNAMED,2011-06-22 09:00:00,TS,24.5,79.6,20.0,993.0,Depression,0,0,8,270
2011167N22089,2011,UNNAMED,2011-06-22 12:00:00,TS,24.5,79.1,20.0,994.0,Depression,0,0,8,270
2011167N22089,2011,UNNAMED,2011-06-22 15:00:00,TS,24.5,78.7,20.0,993.0,Depression,0,0,5,270
2011167N22089,2011,UNNAMED,2011-06-22 18:00:00,TS,24.5,78.5,20.0,992.0,Depression,0, ,4,270
2011203N24085,2011,UNNAMED,2011-07-22 03:00:00,TS,23.5,84.5,20.0,990.0,Depression,0,0,14,315
2011203N24085,2011,UNNAMED,2011-07-22 06:00:00,TS,24.0,84.0,20.0,990.0,Depression,0,0,7,320
2011203N24085,2011,UNNAMED,2011-07-22 09:00:00,TS,24.0,84.0,20.0,990.0,Depression,0,0,9,270
2011203N24085,2011,UNNAMED,2011-07-22 12:00:00,TS,24.0,83.0,20.0,990.0,Depression,0,0,17,270
2011203N24085,2011,UNNAMED,2011-07-22 15:00:00,TS,24.0,82.2,20.0,991.0,Depression,0,0,14,270
2011203N24085,2011,UNNAMED,2011-07-22 18:00:00,TS,24.0,81.5,20.0,992.0,Depression,0,0,11,280
2011203N24085,2011,UNNAMED,2011-07-22 21:00:00,TS,24.2,81.0,20.0,992.0,Depression,0,0,10,300
2011203N24085,2011,UNNAMED,2011-07-23 00:00:00,TS,24.5,80.5,20.0,992.0,Depression,0, ,10,305
2011265N21088,2011,UNNAMED,2011-09-22 03:00:00,TS,21.5,87.5,4.0,998.0,Depression,15,0,4,300
2011265N21088,2011,UNNAMED,2011-09-22 06:00:00,TS,21.6,87.3,4.0,998.0,Depression,0,0,3,300
2011265N21088,2011,UNNAMED,2011-09-22 09:00:00,TS,21.7,87.2,4.0,997.0,Depression,0,0,1,315
2011265N21088,2011,UNNAMED,2011-09-22 12:00:00,TS,21.7,87.2,4.0,995.0,Depression,0,0,1,300
2011265N21088,2011,UNNAMED,2011-09-22 15:00:00,TS,21.7,87.1,4.0,997.0,Depression,0,0,2,300
2011265N21088,2011,UNNAMED,2011-09-22 18:00:00,TS,21.8,87.0,4.0,998.0,Depression,0,0,6,320
2011265N21088,2011,UNNAMED,2011-09-22 21:00:00,TS,22.2,86.7,4.0,999.0,Depression,0,0,8,325
2011265N21088,2011,UNNAMED,2011-09-23 00:00:00,TS,22.5,86.5,4.0,1000.0,Depression,0,0,4,330
2011265N21088,2011,UNNAMED,2011-09-23 03:00:00,TS,22.5,86.5,4.0,1002.0,Depression,0,0,0,0
2011265N21088,2011,UNNAMED,2011-09-23 06:00:00,TS,22.5,86.5,4.0,1004.0,Depression,0, ,0,0
2011290N15090,2011,UNNAMED,2011-10-19 00:00:00,TS,20.2,90.8,3.0,1002.0,Depression,174,141,7,60
2011290N15090,2011,UNNAMED,2011-10-19 03:00:00,TS,20.3,91.1,3.0,1000.0,Depression,141,94,8,60
2011290N15090,2011,UNNAMED,2011-10-19 06:00:00,TS,20.6,91.5,5.0,1000.0,Deep Depression,89,45,8,45
2011290N15090,2011,UNNAMED,2011-10-19 09:00:00,TS,20.9,91.8,5.0,1000.0,Deep Depression,45,10,8,40
2011290N15090,2011,UNNAMED,2011-10-19 12:00:00,TS,21.2,92.0,5.0,1000.0,Deep Depression,10,0,7,45
2011290N15090,2011,UNNAMED,2011-10-19 15:00:00,TS,21.4,92.3,5.0,1001.0,Deep Depression,0,0,7,55
2011290N15090,2011,UNNAMED,2011-10-19 18:00:00,TS,21.5,92.7,5.0,1002.0,Deep Depression,0,0,6,75
2011290N15090,2011,UNNAMED,2011-10-19 21:00:00,TS,21.6,93.0,4.0,1003.0,Deep Depression,0,0,8,95
2011290N15090,2011,UNNAMED,2011-10-20 00:00:00,TS,21.5,93.5,3.0,1004.0,Depression,0, ,10,95
2011302N13062,2011,KEILA,2011-10-29 06:00:00,TS,13.0,62.0,25.0,1004.0,Depression,807,749,12,270
2011302N13062,2011,KEILA,2011-10-29 09:00:00,TS,13.0,61.4,25.0,1004.0,Depression,749,706,10,270
2011302N13062,2011,KEILA,2011-10-29 12:00:00,TS,13.0,61.0,25.0,1004.0,Depression,706,695,4,270
2011302N13062,2011,KEILA,2011-10-29 15:00:00,TS,13.0,61.0,25.0,1004.0,Depression,706,706,0,0
2011302N13062,2011,KEILA,2011-10-29 18:00:00,TS,13.0,61.0,25.0,1004.0,Depression,706,695,1,270
2011302N13062,2011,KEILA,2011-10-29 21:00:00,TS,13.0,60.8,25.0,1004.0,Depression,684,652,5,270
2011302N13062,2011,KEILA,2011-10-30 00:00:00,TS,13.0,60.5,25.0,1004.0,Depression,652,598,8,270
2011302N13062,2011,KEILA,2011-10-30 03:00:00,TS,13.0,60.0,25.0,1004.0,Depression,598,598,5,270
2011302N13062,2011,KEILA,2011-10-30 06:00:00,TS,13.0,60.0,25.0,1002.0,Depression,598,578,3,315
2011302N13062,2011,KEILA,2011-10-30 09:00:00,TS,13.2,59.8,25.0,1002.0,Depression,578,551,7,315
2011302N13062,2011,KEILA,2011-10-30 12:00:00,TS,13.5,59.5,25.0,1002.0,Depression,551,523,8,315
2011302N13062,2011,KEILA,2011-10-30 15:00:00,TS,13.8,59.2,25.0,1002.0,Depression,526,508,7,315
2011302N13062,2011,KEILA,2011-10-30 18:00:00,TS,14.0,59.0,25.0,1002.0,Depression,511,504,5,340
2011302N13062,2011,KEILA,2011-10-30 21:00:00,TS,14.2,59.1,25.0,1002.0,Depression,504,471,5,0
2011302N13062,2011,KEILA,2011-10-31 00:00:00,TS,14.5,59.0,25.0,1002.0,Depression,471,400,10,325
2011302N13062,2011,KEILA,2011-10-31 03:00:00,TS,15.0,58.5,25.0,1000.0,Depression,394,225,25,310
2011302N13062,2011,KEILA,2011-10-31 06:00:00,TS,16.0,57.0,25.0,1000.0,Depression,222,194,19,310
2011302N13062,2011,KEILA,2011-10-31 09:00:00,TS,16.2,57.0,25.0,1000.0,Depression,200,200,5,90
2011302N13062,2011,KEILA,2011-10-31 12:00:00,TS,16.0,57.5,25.0,1000.0,Depression,242,233,4,120
2011302N13062,2011,KEILA,2011-10-31 15:00:00,TS,16.0,57.3,25.0,1000.0,Depression,233,222,5,270
2011302N13062,2011,KEILA,2011-10-31 18:00:00,TS,16.0,57.0,25.0,1000.0,Depression,222,208,5,270
2011302N13062,2011,KEILA,2011-10-31 21:00:00,TS,16.0,56.8,25.0,1000.0,Depression,208,192,4,260
2011302N13062,2011,KEILA,2011-11-01 00:00:00,MX,15.9,56.6,25.0,1000.0,Depression,200,174,6,260
2011302N13062,2011,KEILA,2011-11-01 03:00:00,MX,15.9,56.2,30.0,1000.0,Deep Depression,174,168,4,265
2011302N13062,2011,KEILA,2011-11-01 06:00:00,MX,15.9,56.1,30.0,1000.0,Deep Depression,168,156,3,270
2011302N13062,2011,KEILA,2011-11-01 09:00:00,MX,15.9,55.9,30.0,1000.0,Deep Depression,156,143,5,275
2011302N13062,2011,KEILA,2011-11-01 12:00:00,TS,16.0,55.7,30.0,1000.0,Deep Depression,134,123,4,275
2011302N13062,2011,KEILA,2011-11-01 15:00:00,TS,16.0,55.5,30.0,1000.0,Deep Depression,123,123,2,285
2011302N13062,2011,KEILA,2011-11-01 18:00:00,TS,16.0,55.5,30.0,1000.0,Deep Depression,123,119,2,295
2011302N13062,2011,KEILA,2011-11-01 21:00:00,TS,16.0,55.4,30.0,1000.0,Deep Depression,119,104,2,295
2011302N13062,2011,KEILA,2011-11-02 00:00:00,TS,16.1,55.3,30.0,1000.0,Deep Depression,104,84,3,290
2011302N13062,2011,KEILA,2011-11-02 03:00:00,TS,16.2,55.0,35.0,998.0,Cyclonic Storm,81,78,5,285
2011302N13062,2011,KEILA,2011-11-02 06:00:00,TS,16.3,54.8,35.0,996.0,Cyclonic Storm,67,67,3,305
2011302N13062,2011,KEILA,2011-11-02 09:00:00,TS,16.4,54.7,35.0,996.0,Cyclonic Storm,56,22,5,0
2011302N13062,2011,KEILA,2011-11-02 12:00:00,TS,16.7,54.8,35.0,996.0,Cyclonic Storm,22,11,5,345
2011302N13062,2011,KEILA,2011-11-02 15:00:00,TS,16.9,54.6,35.0,996.0,Cyclonic Storm,11,0,4,320
2011302N13062,2011,KEILA,2011-11-02 18:00:00,TS,17.0,54.5,30.0,1000.0,Deep Depression,0,0,2,325
2011302N13062,2011,KEILA,2011-11-02 21:00:00,TS,17.0,54.5,30.0,1000.0,Deep Depression,0,0,1,135
2011302N13062,2011,KEILA,2011-11-03 00:00:00,TS,17.0,54.6,30.0,1000.0,Deep Depression,0,0,1,65
2011302N13062,2011,KEILA,2011-11-03 03:00:00,TS,17.0,54.6,30.0,1000.0,Deep Depression,0,0,2,10
2011302N13062,2011,KEILA,2011-11-03 06:00:00,TS,17.1,54.6,30.0,1000.0,Deep Depression,0,0,2,60
2011302N13062,2011,KEILA,2011-11-03 09:00:00,TS,17.1,54.7,30.0,1000.0,Deep Depression,0,0,3,90
2011302N13062,2011,KEILA,2011-11-03 12:00:00,TS,17.1,54.9,30.0,1000.0,Deep Depression,0,0,3,95
2011302N13062,2011,KEILA,2011-11-03 15:00:00,TS,17.1,55.1,30.0,1001.0,Deep Depression,0,0,2,100
2011302N13062,2011,KEILA,2011-11-03 18:00:00,TS,17.1,55.2,30.0,1001.0,Deep Depression,10,10,1,160
2011302N13062,2011,KEILA,2011-11-03 21:00:00,TS,17.0,55.1,30.0,1001.0,Deep Depression,10,10,4,215
2011302N13062,2011,KEILA,2011-11-04 00:00:00,TS,16.7,54.9,30.0,1001.0,Deep Depression,24,24,7,220
2011302N13062,2011,KEILA,2011-11-04 03:00:00,TS,16.4,54.7,25.0,1002.0,Depression,56,56,7,235
2011310N11066,2011,UNNAMED,2011-11-06 06:00:00,TS,10.5,65.5,25.0,1004.0,Depression,1045,1035,2,115
2011310N11066,2011,UNNAMED,2011-11-06 09:00:00,TS,10.4,65.6,25.0,1004.0,Depression,1038,1035,0,0
2011310N11066,2011,UNNAMED,2011-11-06 12:00:00,TS,10.5,65.5,25.0,1004.0,Depression,1045,1045,6,295
2011310N11066,2011,UNNAMED,2011-11-06 15:00:00,TS,10.7,65.0,25.0,1004.0,Depression,1083,1083,11,295
2011310N11066,2011,UNNAMED,2011-11-06 18:00:00,TS,11.0,64.5,25.0,1004.0,Depression,1103,1076,10,310
2011310N11066,2011,UNNAMED,2011-11-06 21:00:00,TS,11.3,64.3,25.0,1003.0,Depression,1076,1041,7,315
2011310N11066,2011,UNNAMED,2011-11-07 00:00:00,TS,11.5,64.0,25.0,1002.0,Depression,1041,997,8,285
2011310N11066,2011,UNNAMED,2011-11-07 03:00:00,TS,11.5,63.5,25.0,1002.0,Depression,987,825,22,295
2011310N11066,2011,UNNAMED,2011-11-07 06:00:00,TS,12.5,62.0,25.0,1002.0,Depression,814,707,30,305
2011310N11066,2011,UNNAMED,2011-11-07 09:00:00,TS,13.2,61.0,25.0,1002.0,Depression,708,656,17,300
2011310N11066,2011,UNNAMED,2011-11-07 12:00:00,MX,13.4,60.5,25.0,1002.0,Depression,656,635,7,290
2011310N11066,2011,UNNAMED,2011-11-07 15:00:00,MX,13.4,60.3,25.0,1002.0,Depression,635,635,3,260
2011310N11066,2011,UNNAMED,2011-11-07 18:00:00,TS,13.4,60.2,25.0,1002.0,Depression,624,602,3,280
2011310N11066,2011,UNNAMED,2011-11-07 21:00:00,TS,13.5,60.0,25.0,1002.0,Depression,604,585,5,300
